timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T13:57:07,codecarbon,94238b9f-7542-4444-8655-c85d87da818d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1737.5193763999996,0.0009611554570829798,5.531768279179807e-07,4.918460530158843,0.0,10.0,0.0022947763044944424,0.0,0.004664722179166632,0.006959498483661074,0.0,Belgium,BEL,brussels capital,,,Windows-11-10.0.26200-SP0,3.14.5,3.2.8,12,AMD Ryzen 5 4600H with Radeon Graphics,0,,4.4376,50.8152,15.36602783203125,machine,0.9959349593495935,0,75.66788617886179,11.627155109011198,N,1.0,0.0
