timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T12:29:21,codecarbon,6985946e-a4bd-4160-9b02-baa7e2b331be,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2383.6520392,0.0013070377788160993,5.483341348994741e-07,4.788511421456249,0.0,10.0,0.0030644056115923493,0.0,0.006399544650277781,0.009463950261870137,0.0,Belgium,BEL,brussels capital,,,Windows-11-10.0.26200-SP0,3.14.5,3.2.8,12,AMD Ryzen 5 4600H with Radeon Graphics,0,,4.4376,50.8152,15.36602783203125,machine,1.1577589852008456,0,77.97399577167019,11.981569111926863,N,1.0,0.0
