timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T10:35:59,codecarbon,a3229f69-2859-41cf-b6dd-a20a1c10c766,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1180.8420639999995,0.0006712247499224658,5.684288952654266e-07,5.3376155747494485,0.0,10.0,0.0016920797109976232,0.0,0.0031680993524999977,0.0048601790634976196,0.0,Belgium,BEL,brussels capital,,,Windows-11-10.0.26200-SP0,3.14.5,3.2.8,12,AMD Ryzen 5 4600H with Radeon Graphics,0,,4.4376,50.8152,15.36602783203125,machine,0.30994809688581315,0,82.08546712802769,12.613141267769889,N,1.0,0.0
